MA3, train, 9, 0.990741
MA3, train, 10, 0.961111
MA3, train, 11, 0.744444
MA3, train, 12, 0.668519
MA3, train, 13, 0.842593
MA3, train, 14, 0.759259
MA3, train, 15, 0.67963
MA3, train, 16, 0.646296
MA3, train, 17, 0.687037
MA3, train, 18, 0.833333
MA3, train, 19, 0.672222
MA3, train, 20, 0.692593
MA3, train, 21, 0.683333
MA3, train, 22, 0.67963
MA3, train, 23, 0.637037
MA3, train, 24, 0.662963
MA3, train, 25, 0.662963
MA3, train, 26, 0.661111
MA3, train, 27, 0.675926
MA3, train, 28, 0.659259
MA3, train, 29, 0.659259
MA3, train, 30, 0.662963
MA3, train, 31, 0.651852
MA3, train, 32, 0.690741
MA3, train, 33, 0.675926
MA3, train, 34, 0.672222
MA3, train, 35, 0.651852
MA3, train, 36, 0.666667
MA3, train, 37, 0.644444
MA3, train, 38, 0.666667
MA3, train, 39, 0.657407
MA3, train, 40, 0.657407
MA3, train, 41, 0.674074
MA3, train, 42, 0.664815
MA3, train, 43, 0.681481
MA3, train, 44, 0.631481
MA3, train, 45, 0.646296
MA3, train, 46, 0.674074
MA3, train, 47, 0.690625
MA4, test1, 1, 0.935185
MA4, test2, 1, 0.881481
MA4, test3, 1, 0.92963
MA4, test4, 1, 0.953704
MA4, test5, 1, 0.881481
MA4, test6, 1, 0.97037
MA4, test7, 1, 0.612963
MA4, test8, 1, 0.783333
MA4, test9, 1, 0.990741
MA4, train, 1, 0.638889
MA4, train, 2, 0.733333
MA4, train, 3, 0.292593
MA4, train, 4, 0.453704
MA4, train, 5, 0.622222
MA4, train, 6, 0.564815
MA4, train, 7, 0.612963
MA4, train, 8, 0.872222
MA4, train, 9, 0.783333
MA4, train, 10, 0.955556
MA4, train, 11, 0.857407
MA4, train, 12, 0.805556
MA4, train, 13, 0.957407
MA4, train, 14, 0.831481
MA4, train, 15, 0.968519
MA4, train, 16, 0.955556
MA4, train, 17, 0.857407
MA4, train, 18, 0.844444
MA4, train, 19, 0.842593
MA4, train, 20, 0.812963
MA4, train, 21, 0.851852
MA4, train, 22, 0.844444
MA4, train, 23, 0.801852
MA4, train, 24, 0.848148
MA4, train, 25, 0.737037
MA4, train, 26, 0.957407
MA4, train, 27, 0.848148
MA4, train, 28, 0.701852
MA4, train, 29, 0.962963
MA4, train, 30, 0.85
MA4, train, 31, 0.951852
MA4, train, 32, 0.759259
MA4, train, 33, 0.831481
MA4, train, 34, 0.685185
MA4, train, 35, 0.659259
MA4, train, 36, 0.677778
MA4, train, 37, 0.687037
MA4, train, 38, 0.827778
MA4, train, 39, 0.848148
MA4, train, 40, 0.848148
MA4, train, 41, 0.661111
MA4, train, 42, 0.655556
MA4, train, 43, 0.657407
MA4, train, 44, 0.653704
MA4, train, 45, 0.844444
MA4, train, 46, 0.831481
MA4, train, 47, 0.684375
MA5, test1, 1, 0.655556
MA5, test2, 1, 0.712963
MA5, test3, 1, 0.67963
MA5, test4, 1, 0.998148
MA5, test5, 1, 0.833333
MA5, test6, 1, 0.998148
MA5, test7, 1, 0.998148
MA5, test8, 1, 0.877778
MA5, test9, 1, 0.990741
MA5, train, 1, 0.618519
MA5, train, 2, 0.585185
MA5, train, 3, 0.790741
MA5, train, 4, 0.938889
MA5, train, 5, 0.911111
MA5, train, 6, 0.944444
MA5, train, 7, 0.92037
MA5, train, 8, 0.927778
MA5, train, 9, 0.972222
MA5, train, 10, 0.861111
MA5, train, 11, 0.712963
MA5, train, 12, 0.966667
MA5, train, 13, 0.666667
MA5, train, 14, 0.690741
MA5, train, 15, 0.651852
MA5, train, 16, 0.661111
MA5, train, 17, 0.677778
MA5, train, 18, 0.659259
MA5, train, 19, 0.751852
MA5, train, 20, 0.77037
MA5, train, 21, 0.85
MA5, train, 22, 0.677778
MA5, train, 23, 0.675926
MA5, train, 24, 0.67963
MA5, train, 25, 0.664815
MA5, train, 26, 0.962963
MA5, train, 27, 0.681481
MA5, train, 28, 0.859259
MA5, train, 29, 0.674074
MA5, train, 30, 0.664815
MA5, train, 31, 0.853704
MA5, train, 32, 0.675926
MA5, train, 33, 0.659259
MA5, train, 34, 0.661111
MA5, train, 35, 0.72963
MA5, train, 36, 0.653704
MA5, train, 37, 0.677778
MA5, train, 38, 0.833333
MA5, train, 39, 0.666667
MA5, train, 40, 0.661111
MA5, train, 41, 0.861111
MA5, train, 42, 0.661111
MA5, train, 43, 0.668519
MA5, train, 44, 0.703704
MA5, train, 45, 0.668519
MA5, train, 46, 0.842593
MA5, train, 47, 0.690625
