current ID,accumulated P/L,accumulated reward,reward,position,action,fpl,cu,ma1,ma2,ma3,ma4,ma5
121,0,0,0,1,1,0,0.6855188679245288,0.7209355345911933,0,0,0,0
122,0,0,0,1,1,-0.06999999999999318,0.7555188679245219,0.7191855345911934,0,0,0,0
123,0,0,0,1,1,0.0,0.6855188679245288,0.7197688679245267,0,0,0,0
124,0,0,0,1,1,-0.06999999999999318,0.7555188679245219,0.71910220125786,0,0,0,0
125,0,0,0,1,1,-0.06999999999999318,0.7555188679245219,0.7191855345911933,0,0,0,0
126,0,0,0,1,0,-0.06999999999999318,0.7555188679245219,0.7197688679245265,0,0,0,0
127,0,0,0,1,0,0.0,0.6855188679245288,0.7198522012578598,0,0,0,0
128,0,0,0,1,1,0.0,0.6855188679245288,0.7198522012578598,0,0,0,0
129,0,0,0,1,0,0.0,0.6855188679245288,0.7193522012578597,0,0,0,0
130,0,0,0,1,1,-0.06999999999999318,0.7555188679245219,0.7193522012578597,0,0,0,0
131,0,0,0,1,1,-0.06999999999999318,0.7555188679245219,0.719435534591193,0,0,0,0
132,0,0,0,1,1,0.0,0.6855188679245288,0.7195188679245262,0,0,0,0
133,0,0,0,1,0,-0.06999999999999318,0.7555188679245219,0.7190188679245263,0,0,0,0
134,-699.9999999999318,-699.9999999999318,-699.9999999999318,0,3,-0.06999999999999318,0.7555188679245219,0.7191022012578595,0,0,0,0
135,-699.9999999999318,-699.9999999999318,0,2,2,0,0.6855188679245288,0.7191855345911927,0,0,0,0
136,-699.9999999999318,-699.9999999999318,0,2,0,-0.04999999999999716,0.6355188679245316,0.7191855345911927,0,0,0,0
137,-699.9999999999318,-699.9999999999318,0,2,0,0.03999999999999204,0.7255188679245208,0.7187688679245261,0,0,0,0
138,-699.9999999999318,-699.9999999999318,0,2,1,0.060000000000002274,0.745518867924531,0.7191022012578594,0,0,0,0
139,-699.9999999999318,-699.9999999999318,0,2,0,0.06999999999999318,0.7555188679245219,0.7196022012578595,0,0,0,0
140,-699.9999999999318,-699.9999999999318,0,2,1,0.18999999999999773,0.8755188679245265,0.7196855345911927,0,0,0,0
141,-699.9999999999318,-699.9999999999318,0,2,1,0.18999999999999773,0.8755188679245265,0.7212688679245259,0,0,0,0
142,-699.9999999999318,-699.9999999999318,0,2,0,0.230000000000004,0.9155188679245327,0.7223522012578593,0,0,0,0
143,1099.9999999999943,1099.9999999999943,1799.999999999926,0,3,0.1799999999999926,0.8655188679245214,0.7242688679245259,0,0,0,0
144,1099.9999999999943,1099.9999999999943,0,0,0,0,0.8655188679245214,0.7252688679245259,0,0,0,0
145,1099.9999999999943,1099.9999999999943,0,1,1,0,0.8955188679245225,0.7262688679245258,0,0,0,0
146,1099.9999999999943,1099.9999999999943,0,1,1,0.0,0.8955188679245225,0.7275188679245257,0,0,0,0
147,1099.9999999999943,1099.9999999999943,0,1,2,0.009999999999990905,0.8855188679245316,0.7292688679245257,0,0,0,0
148,1099.9999999999943,1099.9999999999943,0,1,0,0.009999999999990905,0.8855188679245316,0.7309355345911924,0,0,0,0
149,1099.9999999999943,1099.9999999999943,0,1,0,0.060000000000002274,0.8355188679245202,0.7321022012578591,0,0,0,0
150,1099.9999999999943,1099.9999999999943,0,1,1,0.04999999999999716,0.8455188679245254,0.7333522012578589,0,0,0,0
151,1099.9999999999943,1099.9999999999943,0,1,2,0.04999999999999716,0.8455188679245254,0.7341855345911923,0,0,0,0
152,1099.9999999999943,1099.9999999999943,0,1,0,0.0799999999999983,0.8155188679245242,0.7355188679245256,0,0,0,0
153,1099.9999999999943,1099.9999999999943,0,1,1,0.060000000000002274,0.8355188679245202,0.7361022012578589,0,0,0,0
154,2000.0000000000284,2000.0000000000284,900.0000000000341,0,3,0.09000000000000341,0.8055188679245191,0.7373522012578587,0,0,0,0
155,2000.0000000000284,2000.0000000000284,0,0,3,0,0.8255188679245293,0.7383522012578587,0,0,0,0
156,2000.0000000000284,2000.0000000000284,0,1,1,0,0.8355188679245202,0.7390188679245253,0,0,0,0
157,2000.0000000000284,2000.0000000000284,0,1,0,0.06999999999999318,0.7655188679245271,0.7402688679245253,0,0,0,0
158,2000.0000000000284,2000.0000000000284,0.0,0,3,0.0,0.8355188679245202,0.7404355345911919,0,0,0,0
159,2000.0000000000284,2000.0000000000284,0,0,3,0,0.7855188679245231,0.7416855345911918,0,0,0,0
160,2000.0000000000284,2000.0000000000284,0,0,0,0,0.8455188679245254,0.7425188679245251,0,0,0,0
161,2000.0000000000284,2000.0000000000284,0,0,3,0,0.8355188679245202,0.7433522012578584,0,0,0,0
162,2000.0000000000284,2000.0000000000284,0,1,1,0,0.8355188679245202,0.7446022012578584,0,0,0,0
163,2000.0000000000284,2000.0000000000284,0,1,0,0.0,0.8355188679245202,0.7458522012578582,0,0,0,0
164,2000.0000000000284,2000.0000000000284,0,1,2,0.009999999999990905,0.8255188679245293,0.7466022012578581,0,0,0,0
165,2000.0000000000284,2000.0000000000284,0,1,1,0.04999999999999716,0.7855188679245231,0.7472688679245248,0,0,0,0
166,2000.0000000000284,2000.0000000000284,0,1,1,0.009999999999990905,0.8255188679245293,0.7468522012578582,0,0,0,0
167,2000.0000000000284,2000.0000000000284,0,1,1,0.01999999999999602,0.8155188679245242,0.7480188679245249,0,0,0,0
168,2000.0000000000284,2000.0000000000284,0,1,1,0.030000000000001137,0.8055188679245191,0.7491022012578582,0,0,0,0
169,2000.0000000000284,2000.0000000000284,0,1,0,0.01999999999999602,0.8155188679245242,0.7501022012578581,0,0,0,0
170,2000.0000000000284,2000.0000000000284,0,1,1,0.0,0.8355188679245202,0.7506855345911914,0,0,0,0
171,2000.0000000000284,2000.0000000000284,0,1,2,-0.010000000000005116,0.8455188679245254,0.751352201257858,0,0,0,0
172,2000.0000000000284,2000.0000000000284,0,1,2,-0.09000000000000341,0.9255188679245236,0.7526855345911913,0,0,0,0
173,2000.0000000000284,2000.0000000000284,0,1,1,-0.10000000000000853,0.9355188679245288,0.754102201257858,0,0,0,0
174,2000.0000000000284,2000.0000000000284,0,1,2,-0.10000000000000853,0.9355188679245288,0.7561855345911913,0,0,0,0
175,2000.0000000000284,2000.0000000000284,0,1,2,-0.10000000000000853,0.9355188679245288,0.7576855345911914,0,0,0,0
176,2000.0000000000284,2000.0000000000284,0,1,2,-0.09000000000000341,0.9255188679245236,0.7597688679245247,0,0,0,0
177,2000.0000000000284,2000.0000000000284,0,1,1,-0.10000000000000853,0.9355188679245288,0.7611855345911914,0,0,0,0
178,2000.0000000000284,2000.0000000000284,0,1,1,-0.0800000000000125,0.9155188679245327,0.7626855345911915,0,0,0,0
179,2000.0000000000284,2000.0000000000284,0,1,0,-0.07000000000000739,0.9055188679245276,0.7646022012578582,0,0,0,0
180,2000.0000000000284,2000.0000000000284,0,1,1,-0.09000000000000341,0.9255188679245236,0.7658522012578582,0,0,0,0
181,2000.0000000000284,2000.0000000000284,0,1,2,-0.09000000000000341,0.9255188679245236,0.7672688679245249,0,0,0,0
182,2000.0000000000284,2000.0000000000284,0,1,2,-0.0800000000000125,0.9155188679245327,0.7692688679245249,0,0,0,0
183,2000.0000000000284,2000.0000000000284,0,1,0,-0.030000000000001137,0.8655188679245214,0.7711855345911915,0,0,0,0
184,2000.0000000000284,2000.0000000000284,0,1,2,0.03999999999999204,0.7955188679245282,0.7721022012578582,0,0,0,0
185,2000.0000000000284,2000.0000000000284,0,1,1,0.030000000000001137,0.8055188679245191,0.7724355345911916,0,0,0,0
186,2000.0000000000284,2000.0000000000284,0,1,1,0.04999999999999716,0.7855188679245231,0.7728522012578583,0,0,0,0
187,2000.0000000000284,2000.0000000000284,0,1,0,0.0799999999999983,0.7555188679245219,0.7731022012578582,0,0,0,0
188,2000.0000000000284,2000.0000000000284,0,1,0,0.06999999999999318,0.7655188679245271,0.7736855345911915,0,0,0,0
189,2000.0000000000284,2000.0000000000284,0,1,2,0.04999999999999716,0.7855188679245231,0.7737688679245249,0,0,0,0
190,2000.0000000000284,2000.0000000000284,0,1,1,0.05999999999998806,0.7755188679245322,0.7740188679245249,0,0,0,0
191,2000.0000000000284,2000.0000000000284,0,1,0,0.0799999999999983,0.7555188679245219,0.7747688679245249,0,0,0,0
192,2000.0000000000284,2000.0000000000284,0,1,0,0.04999999999999716,0.7855188679245231,0.7747688679245249,0,0,0,0
193,2000.0000000000284,2000.0000000000284,0,1,2,0.05999999999998806,0.7755188679245322,0.7750188679245249,0,0,0,0
194,2000.0000000000284,2000.0000000000284,0,1,1,0.06999999999999318,0.7655188679245271,0.7751855345911917,0,0,0,0
195,2000.0000000000284,2000.0000000000284,0,1,2,0.06999999999999318,0.7655188679245271,0.7752688679245251,0,0,0,0
196,2000.0000000000284,2000.0000000000284,0,1,1,0.0799999999999983,0.7555188679245219,0.7759355345911917,0,0,0,0
197,2000.0000000000284,2000.0000000000284,0,1,2,0.06999999999999318,0.7655188679245271,0.7759355345911917,0,0,0,0
198,2000.0000000000284,2000.0000000000284,0,1,1,0.03999999999999204,0.7955188679245282,0.7766022012578584,0,0,0,0
199,2000.0000000000284,2000.0000000000284,0,1,1,0.05999999999998806,0.7755188679245322,0.7769355345911918,0,0,0,0
200,2000.0000000000284,2000.0000000000284,0,1,2,0.0799999999999983,0.7555188679245219,0.7776855345911918,0,0,0,0
